>-Z3.5925829358433813e-09
183.1598609999847 -37.5589728333253
183.374529 -37.671902
183.2310462857089 -37.86574614286434
183.1598609999847 -37.5589728333253
>-Z1.200760696104624e-09
182.9451929999808 -37.44604366665656
183.1598609999847 -37.5589728333253
182.98011979529 -37.76579008117774
182.9451929999808 -37.44604366665656
>-Z1.3277470595076391e-08
174.6234628113199 -33.15949616981219
174.7941059056613 -32.97921558490471
174.9254774515029 -33.08312667223083
174.6234628113199 -33.15949616981219
>-Z3.5788879951271134e-10
161.6798551733192 -47.47055371839372
161.5918034999903 -47.40145200001682
161.701173999997 -47.21111600000516
161.6798551733192 -47.47055371839372
>-Z3.516101879030184e-10
183.1598609999847 -37.5589728333253
183.2310462857089 -37.86574614286434
183.1340953969376 -37.80749627515692
183.1598609999847 -37.5589728333253
>-Z1.5569092028257115e-10
183.0875635714171 -38.05959028572983
182.98011979529 -37.76579008117774
183.1340953969376 -37.80749627515692
183.0875635714171 -38.05959028572983
>-Z6.707532533654491e-09
183.1340953969376 -37.80749627515692
183.2310462857089 -37.86574614286434
183.0875635714171 -38.05959028572983
183.1340953969376 -37.80749627515692
>-Z6.644930811013025e-10
183.1340953969376 -37.80749627515692
182.98011979529 -37.76579008117774
183.1598609999847 -37.5589728333253
183.1340953969376 -37.80749627515692
>-Z2.95795139906946e-11
165.9118757362001 -49.88540563942774
165.907303 -50.023531
165.7136770000003 -49.91821537500015
165.9118757362001 -49.88540563942774
>-Z6.2559570191666634e-09
166.1252088870987 -49.9031717258054
165.907303 -50.023531
165.9118757362001 -49.88540563942774
166.1252088870987 -49.9031717258054
>-Z3.6200929727028204e-09
174.9625865358685 -32.93267842913434
174.964749 -32.798935
175.1761060714306 -32.93197178571553
174.9625865358685 -32.93267842913434
>-Z1.0128752332813378e-10
174.9625865358685 -32.93267842913434
174.9254774515029 -33.08312667223083
174.7941059056613 -32.97921558490471
174.9625865358685 -32.93267842913434
>-Z7.583838691731463e-09
174.7941059056613 -32.97921558490471
174.964749 -32.798935
174.9625865358685 -32.93267842913434
174.7941059056613 -32.97921558490471
>-Z4.457165835278883e-11
175.1761060714306 -32.93197178571553
174.9254774515029 -33.08312667223083
174.9625865358685 -32.93267842913434
175.1761060714306 -32.93197178571553
>-Z1.5143711399333323e-09
162.0679825440265 -47.67469684724914
161.8466635286641 -47.53919673311476
161.9995006983955 -47.46538992597176
162.0679825440265 -47.67469684724914
>-Z2.1260141280035689e-10
161.9995006983955 -47.46538992597176
162.1526915681976 -47.51969534546753
162.0679825440265 -47.67469684724914
161.9995006983955 -47.46538992597176
>-Z1.95440704538316e-10
182.7793419360038 -37.88116828835781
182.654617126204 -37.75931823187496
182.7665148305822 -37.61979214357778
182.7793419360038 -37.88116828835781
